Report_Num,Year,Occur_Date,Weekday,Location,Neighborho,Latitude,Longitude
193011099,2019,10/28/2019,Monday,215 FORSYTH ST SW,Downtown,33.74892,-84.3968
193010983,2019,10/28/2019,Monday,2959 FORREST HILLS DR SW,Hammond Park,33.67403,-84.3995
193022315,2019,10/29/2019,Tuesday,490 ANGIER AVE NE,Old Fourth Ward,33.7665,-84.37113
193021235,2019,10/29/2019,Tuesday,310 WINDSOR  ST,Castleberry Hill,33.74682,-84.39803
193032079,2019,10/30/2019,Wednesday,2608 METROPOLITAN PKWY SW,Perkerson,33.68379,-84.40722
193042402,2019,10/31/2019,Thursday,241 FORSYTH ST SW @MAGIC CITY,Downtown,33.74827,-84.39732
193041412,2019,10/31/2019,Thursday,2084 VERBENULL ST NW,Penelope Neighbors,33.75431,-84.45512
193080667,2019,11/1/2019,Friday,269 ARMOUR DR NE,,33.81201,-84.37856
193051097,2019,11/1/2019,Friday,796 CYPRESS ST NE,Midtown,33.77643,-84.38608
193050913,2019,11/1/2019,Friday,2975 HEADLAND DR SW,Greenbriar,33.68965,-84.48681
193061851,2019,11/2/2019,Saturday,1221 GRANT ST SE,Chosewood Park,33.72126,-84.37688
193061671,2019,11/2/2019,Saturday,253 14TH ST NE,Midtown,33.78639,-84.37852
193062003,2019,11/2/2019,Saturday,685 PENN AVE NE,Midtown,33.77332,-84.37885
193062048,2019,11/2/2019,Saturday,22 JESSE HILL JR DR NE,Downtown,33.75503,-84.38036
193062119,2019,11/2/2019,Saturday,1101 JUNIPER ST NE,Midtown,33.78465,-84.3821
193062076,2019,11/2/2019,Saturday,1303 WILLOW TRL SW,Venetian Hills,33.72002,-84.43999
193061094,2019,11/2/2019,Saturday,1903 DREW DR NW,West Highlands,33.79335,-84.45089
193060496,2019,11/2/2019,Saturday,1614 BARRETT DR NW,Bolton Hills,33.80084,-84.48498
193070485,2019,11/3/2019,Sunday,1218 JOSEPH E BOONE,Hunter Hills,33.76255,-84.42523
193080574,2019,11/3/2019,Sunday,2400 CAMPBELLTON RD SW,Campbellton Road,33.70382,-84.46637
193081708,2019,11/4/2019,Monday,235 PEACHTREE ST NE @ATL GAS LIGHT TOWER,Downtown,33.76044,-84.38702
193081953,2019,11/4/2019,Monday,302 SKIPPER PL,Riverside,33.81125,-84.47594
193091166,2019,11/5/2019,Tuesday,444 HIGHLAND AVE NE,Old Fourth Ward,33.76145,-84.3729
193100739,2019,11/6/2019,Wednesday,2225 BEECHER CIR SW,Beecher Hills,33.72982,-84.46022
193110417,2019,11/7/2019,Thursday,2101 SOUTHWOOD BLVD SW,Ben Hill Terrace,33.69616,-84.51962
193120264,2019,11/8/2019,Friday,1040 WYLIE ST SE,Reynoldstown,33.7526,-84.35311
193131043,2019,11/8/2019,Friday,965 PONCE DE LEON AVE NE,Virginia Highland,33.77418,-84.35596
193121397,2019,11/8/2019,Friday,908 THURMOND ST NW,Vine City,33.76033,-84.41714
193121800,2019,11/8/2019,Friday,1003 RALPH DAVID ABERNULLTHY ROAD SW,West End,33.7398,-84.41751
193130733,2019,11/8/2019,Friday,2423 MARTIN LUTHER KING JR DR SW,Florida Heights,33.75183,-84.46623
193122125,2019,11/8/2019,Friday,2845 GREENBRIAR PKWY SW,Greenbriar,33.69012,-84.48945
193150173,2019,11/11/2019,Monday,2477 METROPOLITAN PKWY SW,Perkerson,33.68711,-84.40862
193150886,2019,11/11/2019,Monday,1717 CENTRA VILLA DR SW @CENTRA VILLA APTS,Adams Park,33.70956,-84.4563
193162294,2019,11/12/2019,Tuesday,235 ELIZABETH ST NE,Inman Park,33.76082,-84.35776
193160400,2019,11/12/2019,Tuesday,2610 METROPOLITAN PKWY SW,Perkerson,33.68333,-84.40734
193162472,2019,11/12/2019,Tuesday,1089 CORDOVA ST SW,Oakland City,33.72802,-84.42482
193161359,2019,11/12/2019,Tuesday,2900 CAMPBELLTON RD SW,Southwest,33.69761,-84.48336
193172396,2019,11/13/2019,Wednesday,956 PONCE DE LEON AVE NE,Virginia Highland,33.77391,-84.35629
193170922,2019,11/13/2019,Wednesday,1800 MYRTLE DR SW,Campbellton Road,33.70602,-84.45471
193180192,2019,11/14/2019,Thursday,3391 PEACHTREE RD NE,Lenox,33.84886,-84.36517
193182321,2019,11/14/2019,Thursday,1048 OGLETHORPE AVE SW,West End,33.73553,-84.42211
193190276,2019,11/15/2019,Friday,837 LEE ST SW,West End,33.72991,-84.41607
193190969,2019,11/15/2019,Friday,2674 CAMPBELLTON RD SW,Campbellton Road,33.70209,-84.47568
193201053,2019,11/16/2019,Saturday,1940 FISHER RD SE,Custer/McDonough/Guice,33.70979,-84.35849
193202147,2019,11/16/2019,Saturday,803 EDGEWOOD AVE NE,Inman Park,33.75468,-84.36161
193201746,2019,11/16/2019,Saturday,3393 PEACHTREE RD NE @LENOX MALL,Lenox,33.84676,-84.36212
193200193,2019,11/16/2019,Saturday,61 NORTH AVE NW @THE VARSITY,Midtown,33.77133,-84.38942
193200773,2019,11/16/2019,Saturday,1531 CAMPBELLTON RD SW,Venetian Hills,33.71334,-84.4387
193210287,2019,11/17/2019,Sunday,2980 JONESBORO RD SE,South River Gardens,33.67386,-84.37063
193210521,2019,11/17/2019,Sunday,232 FORSYTH ST SW @GREYHOUND STATION,Downtown,33.74852,-84.39636
193220017,2019,11/17/2019,Sunday,1033 HOLLYWOOD RD NW,Almond Park,33.78373,-84.45794
193220107,2019,11/17/2019,Sunday,3678 BOULDER PARK DR SW,Fairburn Mays,33.74874,-84.50769
193221952,2019,11/18/2019,Monday,2400 FOREST PARK PIKE SW,Rebel Valley Forest,33.68874,-84.36009
193220295,2019,11/18/2019,Monday,101 JACKSON ST NE,Sweet Auburn,33.75692,-84.37422
193240066,2019,11/19/2019,Tuesday,GRAND AVE SW AT 1ST AVE SW,Hammond Park,33.67822,-84.40044
193232193,2019,11/19/2019,Tuesday,990 BRADY AVE NW,Home Park,33.78225,-84.41391
193230469,2019,11/19/2019,Tuesday,3181 DONULLLD LEE HOLLOWELL PKWY NW,Brookview Heights,33.78652,-84.49013
193242620,2019,11/20/2019,Wednesday,1077 JUNIPER ST NE,Midtown,33.78405,-84.382
193241230,2019,11/20/2019,Wednesday,71 PEACHTREE ST NE @WOODRUFF PARK,Downtown,33.7552,-84.38858
193241535,2019,11/20/2019,Wednesday,1003 MCDANIEL ST SW,Pittsburgh,33.72757,-84.40192
193240031,2019,11/20/2019,Wednesday,1624 METROPOLITAN PKWY SW,Sylvan Hills,33.70994,-84.40787
193242160,2019,11/20/2019,Wednesday,1265 LEE ST SW,Oakland City,33.72061,-84.42456
193250028,2019,11/21/2019,Thursday,115 HILLIARD ST NE,Sweet Auburn,33.75541,-84.37595
193252408,2019,11/21/2019,Thursday,180 HARRIETT ST SE,South Atlanta,33.71601,-84.38265
193262636,2019,11/22/2019,Friday,1050 CRESCENT AVE NE,Midtown,33.78387,-84.38458
193262045,2019,11/22/2019,Friday,215 FORSYTH ST SW,Downtown,33.74892,-84.3968
193261170,2019,11/22/2019,Friday,1576 JOSEPH E BOONE BLVD NW,West Lake,33.76331,-84.43914
193270491,2019,11/23/2019,Saturday,77 W PACES FERRY RD NW,South Tuxedo Park,33.84064,-84.38193
193272310,2019,11/23/2019,Saturday,3657 MARTIN L KING JR DR SW,,33.75121,-84.48954
193291340,2019,11/24/2019,Sunday,3223 CAINS HILL PL NW,South Tuxedo Park,33.84251,-84.38044
193281606,2019,11/24/2019,Sunday,1559 JOHNSON RD NW,Rockdale,33.78839,-84.43786
193291981,2019,11/25/2019,Monday,500 NORTHSIDE CIR NW,Loring Heights,33.79917,-84.40458
193291774,2019,11/25/2019,Monday,2763 METROPOLITAN PKWY SW,Hammond Park,33.67986,-84.40816
193291814,2019,11/25/2019,Monday,2779 LAKEWOOD AVE SW,Sylvan Hills,33.69729,-84.40943
193290934,2019,11/25/2019,Monday,864 PELHAM ST NW,English Avenue,33.77124,-84.41431
193292108,2019,11/25/2019,Monday,3772 CAMPBELLTON RD SW,,33.69032,-84.51228
193300949,2019,11/26/2019,Tuesday,175 LAKEWOOD WAY SW,Lakewood Heights,33.70409,-84.39608
193301370,2019,11/26/2019,Tuesday,160 ADELINE AVE NW,Dixie Hills,33.75866,-84.44947
193311279,2019,11/27/2019,Wednesday,580 THOMASVILLE BLVD SE,Thomasville Heights,33.70504,-84.36332
193311602,2019,11/27/2019,Wednesday,1341 METROPOLITAN PKWY SW,Capitol View,33.71805,-84.40809
193310644,2019,11/27/2019,Wednesday,3601 MARTIN L KING JR DR NW,Adamsville,33.76011,-84.50557
193330304,2019,11/28/2019,Thursday,595 Piedmont Ave,Old Fourth Ward,33.77067,-84.38023
193321451,2019,11/28/2019,Thursday,3895 MELVIN DR SW @MELVIN DRIVE PARK,,33.7082,-84.51579
193331675,2019,11/29/2019,Friday,1279 GLENWOOD AVE SE,East Atlanta,33.73996,-84.34569
193331966,2019,11/29/2019,Friday,1657 LAKEWOOD AVE SE,Lakewood Heights,33.70898,-84.38036
193330108,2019,11/29/2019,Friday,1400 BOLTON RD NW,Atlanta Industrial Park,33.79334,-84.49319
193341187,2019,11/30/2019,Saturday,1459 MORELAND AVE SE,Custer/McDonough/Guice,33.71443,-84.35009
193340301,2019,11/30/2019,Saturday,189 MILLS ST NW,Downtown,33.76541,-84.39358
193361375,2019,11/30/2019,Saturday,1144 BOOKER AVE SW,Pittsburgh,33.72345,-84.39749
193342015,2019,11/30/2019,Saturday,906 RALPH D ABERNULLTHY BLVD SW,West End,33.73794,-84.41735
193341322,2019,11/30/2019,Saturday,1350 JOSEPH E BOONE BLVD NW,Hunter Hills,33.76333,-84.43206
193342309,2019,11/30/2019,Saturday,3601 MARTIN L KING JR DR NW,Adamsville,33.76011,-84.50557
193350600,2019,12/1/2019,Sunday,180 JACKSON ST NE,Sweet Auburn,33.75932,-84.37442
193351886,2019,12/1/2019,Sunday,817 W PEACHTREE ST NE @BILTMORE HOTEL,Midtown,33.77696,-84.38697
193351972,2019,12/1/2019,Sunday,3556 EMPIRE BLVD SW,Glenrose Heights,33.65717,-84.39095
193351161,2019,12/1/2019,Sunday,275 BAKER ST NW,Downtown,33.76206,-84.39568
193350568,2019,12/1/2019,Sunday,216 BURBANK DR NW,Hunter Hills,33.76097,-84.42951
193360221,2019,12/2/2019,Monday,2 KROG ST NE,Inman Park,33.75349,-84.36387
193361186,2019,12/2/2019,Monday,850 OAK ST SW,West End,33.74053,-84.41671
193361860,2019,12/2/2019,Monday,3665 MARTIN L KING JR DR NW @Multiple,Adamsville,33.76248,-84.50791
193370110,2019,12/3/2019,Tuesday,380 FLAT SHOALS AVE SE,East Atlanta,33.74353,-84.34844
193372336,2019,12/3/2019,Tuesday,353 SIMCA ST SE,Blair Villa/Poole Creek,33.66185,-84.37888
193371916,2019,12/3/2019,Tuesday,172 HAYNES ST SW,Castleberry Hill,33.75005,-84.40015
193371995,2019,12/3/2019,Tuesday,3534 MARTIN L KING JR DR SW,Adamsville,33.75771,-84.50344
193371915,2019,12/3/2019,Tuesday,3541 MARTIN L KING JR DR NW,Adamsville,33.75844,-84.50372
193381312,2019,12/4/2019,Wednesday,765 MCDANIEL ST SW,Pittsburgh,33.73365,-84.40221
193382355,2019,12/4/2019,Wednesday,818 BURCHILL ST SW,Sylvan Hills,33.71231,-84.4155
193380119,2019,12/4/2019,Wednesday,921 RALPH DAVID ABERNULLTHY,West End,33.73807,-84.41811
193392175,2019,12/5/2019,Thursday,833 CASCADE AVE SW,Cascade Avenue/Road,33.73269,-84.4385
193402638,2019,12/6/2019,Friday,1665 NEKOMA ST NW,Grove Park,33.76703,-84.44231
193401107,2019,12/6/2019,Friday,3657 MARTIN LUTHER KING JR DRIVE NW,Adamsville,33.76208,-84.5076
193401115,2019,12/6/2019,Friday,2405 FAIRBURN RD SW,,33.6889,-84.51291
193410413,2019,12/7/2019,Saturday,914 COLLIER RD NW @JADE EAST APARTMENT,Wildwood (NPU-C),33.8092,-84.41512
193421921,2019,12/8/2019,Sunday,620 PARKWAY DR NE,Old Fourth Ward,33.77167,-84.37289
193421597,2019,12/8/2019,Sunday,232 FORSYTH ST SW @GREYHOUND STATION,Downtown,33.74852,-84.39636
193420398,2019,12/8/2019,Sunday,2050 SYLVAN RD SW,Sylvan Hills,33.69852,-84.41798
193420524,2019,12/8/2019,Sunday,195 FAIRBURN,Adamsville,33.75961,-84.50546
193432049,2019,12/9/2019,Monday,1319 LA FRANCE ST NE,Edgewood,33.76017,-84.34442
193430711,2019,12/9/2019,Monday,1270 CAROLINE ST NE,Edgewood,33.75849,-84.34649
193430963,2019,12/9/2019,Monday,1553 JONESBORO RD SE,South Atlanta,33.71059,-84.38209
193452129,2019,12/11/2019,Wednesday,221 DODD AVE SW,Mechanicsville,33.7334,-84.39513
193452430,2019,12/11/2019,Wednesday,236 FORSYTH STREET,Downtown,33.74808,-84.39674
193451047,2019,12/11/2019,Wednesday,2132 CAMPBELLTON RD SW,Campbellton Road,33.70577,-84.45812
193461442,2019,12/12/2019,Thursday,1683 LAKEWOOD AVE SE,Lakewood Heights,33.7083,-84.38035
193461086,2019,12/12/2019,Thursday,15 CHAPPELL RD NW,Hunter Hills,33.75412,-84.43329
193472263,2019,12/13/2019,Friday,3200 LENOX RD NE,Pine Hills,33.84293,-84.35825
193470388,2019,12/13/2019,Friday,808 MCDONOUGH BLVD SE,Benteen Park,33.70977,-84.36008
193472053,2019,12/13/2019,Friday,409 UNIVERSITY AVE SW,Pittsburgh,33.72232,-84.40135
193482289,2019,12/14/2019,Saturday,3380 PEACHTREE RD NE,North Buckhead,33.84969,-84.36617
193480884,2019,12/14/2019,Saturday,772 BENDER ST SW,Pittsburgh,33.73376,-84.40626
193490013,2019,12/15/2019,Sunday,520 BOULEVARD SE,Grant Park,33.7407,-84.36764
193490179,2019,12/15/2019,Sunday,2858 N HILLS DR NE,Garden Hills,33.83269,-84.37234
193501711,2019,12/15/2019,Sunday,713 W PEACHTREE ST NE @NORTH AVE MARTA STAT,Midtown,33.77411,-84.38722
193491639,2019,12/15/2019,Sunday,1191 OAKLAND LN,Oakland City,33.71965,-84.42716
193490058,2019,12/15/2019,Sunday,1935 ALISON CT SW @FRANCISCAN CLUB APT,Fort Valley,33.70045,-84.45071
193490074,2019,12/15/2019,Sunday,3065 HEADLAND DR SW,Greenbriar,33.68999,-84.48861
193491571,2019,12/15/2019,Sunday,311 SCOTT ST SW,,33.74901,-84.49482
193500673,2019,12/16/2019,Monday,1270 CAROLINE ST NE,Edgewood,33.75859,-84.3473
193502143,2019,12/16/2019,Monday,112 BEVERLY RD NE,Ansley Park,33.79704,-84.38374
193501577,2019,12/16/2019,Monday,70 ANDERSON AVE NW,Dixie Hills,33.75537,-84.44907
193500340,2019,12/16/2019,Monday,2989 CAMPBELLTON RD SW,Southwest,33.69655,-84.48597
193512003,2019,12/17/2019,Tuesday,2333 PEACHTREE RD NE,Peachtree Hills,33.81864,-84.38865
193511464,2019,12/17/2019,Tuesday,835 MARTIN L KING JR DR NW,Vine City,33.75504,-84.41457
193510308,2019,12/17/2019,Tuesday,772 PINEHURST TER SW,West End,33.73412,-84.43127
193511300,2019,12/17/2019,Tuesday,1800 PENELOPE RD NW,Penelope Neighbors,33.75374,-84.44621
193510247,2019,12/17/2019,Tuesday,2075 ALISON CT SW,Campbellton Road,33.70105,-84.45656
193520040,2019,12/18/2019,Wednesday,535 GRESHAM RD,East Atlanta,33.73961,-84.34602
193522284,2019,12/18/2019,Wednesday,3050 MARTIN L KING JR DR SW,Harland Terrace,33.75177,-84.4857
193531289,2019,12/19/2019,Thursday,3000 CONTINENTAL  COLONY SW,Greenbriar,33.68077,-84.4937
193540469,2019,12/20/2019,Friday,3330 MARTIN L KING JR DR SW,Adamsville,33.75392,-84.49736
193551001,2019,12/21/2019,Saturday,3393 PEACHTREE RD NE @LENOX MALL,Lenox,33.84676,-84.36212
193552150,2019,12/21/2019,Saturday,50 UPPER ALABAMA ST SW,Downtown,33.75194,-84.38964
193550401,2019,12/21/2019,Saturday,552 MCAFEE ST NW,Downtown,33.76679,-84.39478
193561566,2019,12/22/2019,Sunday,30 IVAN ALLEN JR BLVD NW,Downtown,33.76444,-84.3884
193561588,2019,12/22/2019,Sunday,652 FOUNDRY ST NW,Vine City,33.75914,-84.40878
193570491,2019,12/23/2019,Monday,355 PEACHTREE ST NE (IMPERIAL HOTEL),Downtown,33.76374,-84.38622
193570992,2019,12/23/2019,Monday,765 MCDANIEL ST SW,Pittsburgh,33.73365,-84.40221
193570839,2019,12/23/2019,Monday,1617 KENMORE ST SW,Cascade Avenue/Road,33.72586,-84.4427
193580390,2019,12/24/2019,Tuesday,188 14TH ST NE,Midtown,33.78626,-84.38172
193581524,2019,12/24/2019,Tuesday,765 MCDANIEL ST SW,Pittsburgh,33.73365,-84.40221
193580693,2019,12/24/2019,Tuesday,3221 MARTIN L KING JR DR NW,,33.75284,-84.49256
193590432,2019,12/25/2019,Wednesday,765 MCDANIEL ST SW,Pittsburgh,33.73396,-84.40177
193600973,2019,12/26/2019,Thursday,960 CONSTITUTION RD SE,Norwood Manor,33.69307,-84.35805
193600285,2019,12/26/2019,Thursday,923 LUCILE AVE SW,Harris Chiles,33.74231,-84.41786
193600328,2019,12/26/2019,Thursday,2280 CAMPBELLTON RD SW,Campbellton Road,33.70473,-84.4623
193610787,2019,12/27/2019,Friday,1411 VENETIAN RD SW,Venetian Hills,33.71462,-84.43436
193610162,2019,12/27/2019,Friday,2324 MARTIN L KING JR DR SW,Florida Heights,33.75153,-84.467
193620171,2019,12/28/2019,Saturday,461 PONCE DE LONE AVE NE,Old Fourth Ward,33.77303,-84.3719
193621754,2019,12/28/2019,Saturday,226 RALPH D ABERNULLTHY BLVD SW,Mechanicsville,33.73675,-84.39489
193620489,2019,12/28/2019,Saturday,1890 MYRTLE DR SW,Campbellton Road,33.70264,-84.45432
193631747,2019,12/29/2019,Sunday,PEACHTREE ST SE / WALL ST SE,Downtown,33.75371,-84.39027
193642110,2019,12/30/2019,Monday,734 SAINT CHARLES AVE NE,Virginia Highland,33.77546,-84.36345
193650010,2019,12/30/2019,Monday,34 HIGHLAND DR NE,Peachtree Park,33.84473,-84.36721
193640285,2019,12/30/2019,Monday,2981 COLLIER DR NW,Collier Heights,33.76301,-84.4847
193640075,2019,12/30/2019,Monday,3420 DELMAR LN NW,Adamsville,33.75664,-84.50022
193651618,2019,12/31/2019,Tuesday,1374 MORELAND AVE SE,Custer/McDonough/Guice,33.71552,-84.34952
193652097,2019,12/31/2019,Tuesday,385 PONCE DE LEON AVE NE,Old Fourth Ward,33.77223,-84.37463
200010590,2020,1/1/2020,Wednesday,886 BOULDERCREST DR SE,East Atlanta,33.73035,-84.33561
200011773,2020,1/1/2020,Wednesday,3004 PIEDMONT RD.,Garden Hills,33.83665,-84.36838
200011603,2020,1/1/2020,Wednesday,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Greenbriar,33.68845,-84.49328
200031931,2020,1/3/2020,Friday,1120 MORELAND DR SE,Custer/McDonough/Guice,33.7092,-84.3539
200030052,2020,1/3/2020,Friday,2 KIMBALL WAY SE,Downtown,33.75349,-84.38854
200030050,2020,1/3/2020,Friday,464 BISHOP ST NW,Loring Heights,33.79291,-84.40267
200030188,2020,1/3/2020,Friday,2280  CAMPBELLTON ROAD,Campbellton Road,33.70413,-84.46269
200041063,2020,1/4/2020,Saturday,855 E PACES FERRY RD NE,Lenox,33.84669,-84.35618
200042468,2020,1/4/2020,Saturday,1080 PEACHTREE ST NE,Midtown,33.78409,-84.38353
200042163,2020,1/4/2020,Saturday,2455 ANTWERP DR SE,Browns Mill Park,33.68745,-84.38551
200040282,2020,1/4/2020,Saturday,178 MOURY AVE SW,The Villages at Carver,33.71347,-84.39079
200050313,2020,1/5/2020,Sunday,700 GARIBALDI ST SW,Mechanicsville,33.73581,-84.3989
200060054,2020,1/5/2020,Sunday,204 WALKER STREET,Castleberry Hill,33.74816,-84.40298
200050875,2020,1/5/2020,Sunday,950 MARIETTA ST NW,Marietta Street Artery,33.77682,-84.40822
200050580,2020,1/5/2020,Sunday,1732 WESTHAVEN DR SW,Cascade Avenue/Road,33.73235,-84.44454
200062118,2020,1/6/2020,Monday,565 BROADVIEW PL NE,Lindbergh/Morosgo,33.82176,-84.36492
200061319,2020,1/6/2020,Monday,240 PEACHTREE ST NE,Downtown,33.76056,-84.38835
200060078,2020,1/6/2020,Monday,608 14TH ST NW,Home Park,33.78578,-84.40707
200072380,2020,1/7/2020,Tuesday,132 10TH ST NE,Midtown,33.78222,-84.3829
200071357,2020,1/7/2020,Tuesday,1117 LEE ST SW,Oakland City,33.72459,-84.42107
200080135,2020,1/8/2020,Wednesday,2595 MARTIN L KING JR DR NW,Harland Terrace,33.75383,-84.4725
200090344,2020,1/9/2020,Thursday,2138 RACHEL ST,Norwood Manor,33.69574,-84.36092
200092047,2020,1/9/2020,Thursday,2875 3RD AVE SW,Hammond Park,33.67657,-84.40405
200100057,2020,1/10/2020,Friday,433 HIGHLAND AVE NE,Old Fourth Ward,33.76128,-84.37323
200120304,2020,1/12/2020,Sunday,1695 PRYOR RD SW,Betmar LaVilla,33.70894,-84.39374
200121858,2020,1/12/2020,Sunday,844 MARTIN L KING JR DR SW,Atlanta University Center,33.75461,-84.41555
200131291,2020,1/13/2020,Monday,241 PEACHTREE ST NE,Downtown,33.76073,-84.38745
200131273,2020,1/13/2020,Monday,835 MARTIN L KING JR DR NW,Vine City,33.75504,-84.41457
200142288,2020,1/14/2020,Tuesday,3521 NORTHSIDE DR NW,Tuxedo Park,33.85069,-84.40639
200141625,2020,1/14/2020,Tuesday,530 17TH ST NW,Loring Heights,33.79151,-84.40684
200141220,2020,1/14/2020,Tuesday,3221 MARTIN L KING JR DR NW,,33.75284,-84.49256
200150134,2020,1/15/2020,Wednesday,855 PEACHTREE ST NE,Midtown,33.77798,-84.38389
200151180,2020,1/15/2020,Wednesday,219 VINE ST NW,Vine City,33.76059,-84.40767
200150567,2020,1/15/2020,Wednesday,1278 LOCKWOOD DR SW,Venetian Hills,33.72028,-84.43851
200161294,2020,1/16/2020,Thursday,1043 SPARKS ST SW,Oakland City,33.72736,-84.42159
200171760,2020,1/17/2020,Friday,2520 JONESBORO RD SE,Leila Valley,33.68463,-84.36481
200172092,2020,1/17/2020,Friday,1829 CAMPBELLTON RD SW @VENETIAN HILLS APTS,Venetian Hills,33.71075,-84.44765
200181923,2020,1/18/2020,Saturday,1211 MORELAND AVE SE,Woodland Hills,33.72154,-84.3498
200181963,2020,1/18/2020,Saturday,3393 LENOX RD NE,Lenox,33.84676,-84.36212
200182245,2020,1/18/2020,Saturday,2520 JONESBORO RD SE,Leila Valley,33.68463,-84.36481
200191534,2020,1/18/2020,Saturday,3223 CAINS HILL PL NW,South Tuxedo Park,33.84251,-84.38044
200180594,2020,1/18/2020,Saturday,220 MARIETTA ST NW,Downtown,33.75922,-84.395
200180659,2020,1/18/2020,Saturday,270 17TH ST NW,Atlantic Station,33.79072,-84.39776
200180372,2020,1/18/2020,Saturday,935 WASHINGTON PL SW,Ashview Heights,33.75382,-84.41824
200191881,2020,1/19/2020,Sunday,178 MOURY AVE SW,The Villages at Carver,33.71347,-84.39079
200191079,2020,1/19/2020,Sunday,726 LEXINGTON AVE SW,Adair Park,33.72378,-84.41169
200191560,2020,1/19/2020,Sunday,2007 LOIS PL NW,Grove Park,33.78458,-84.45355
200200297,2020,1/20/2020,Monday,2098 CAMPBELLTON RD SW,Campbellton Road,33.70645,-84.45715
200211771,2020,1/21/2020,Tuesday,925 CANTERBURY RD NE,Pine Hills,33.8278,-84.3563
200211003,2020,1/21/2020,Tuesday,240 PEACHTREE ST NW @WELLS FARGO BANK,Downtown,33.76056,-84.38835
200210006,2020,1/21/2020,Tuesday,1751 CAMPBELLTON RD SW,Venetian Hills,33.71167,-84.44491
200222050,2020,1/22/2020,Wednesday,1294 DONNELLY AVE SW,West End,33.73453,-84.43003
200230334,2020,1/23/2020,Thursday,3012 JONESBORO RD SE,South River Gardens,33.67225,-84.37156
200242073,2020,1/24/2020,Friday,1131 GLENWOOD AVE SE,Ormewood Park,33.74019,-84.35012
200241630,2020,1/24/2020,Friday,609 VIRGINIA AVE NE @TROLLEY SQUARE,Virginia Highland,33.7813,-84.36584
200242255,2020,1/24/2020,Friday,384 14TH ST NW,Home Park,33.7861,-84.39993
200261790,2020,1/26/2020,Sunday,3671 SOUTHSIDE INDUSTRIAL PKWY SE @FIRE STATION 34,Blair Villa/Poole Creek,33.65449,-84.37443
200260574,2020,1/26/2020,Sunday,360 EDGEWOOD AVE NE,Sweet Auburn,33.75454,-84.37601
200272051,2020,1/27/2020,Monday,CAMPBELLTON RD SW / MYRTLE DR SW,Campbellton Road,33.70421,-84.45525
200280954,2020,1/28/2020,Tuesday,3393 PEACHTREE RD NE @LENOX MALL,Lenox,33.84676,-84.36212
200290037,2020,1/29/2020,Wednesday,16 PEACHTREE AVE NE,Garden Hills,33.8349,-84.38164
200291959,2020,1/29/2020,Wednesday,225 JAMES P BRAWLEY BLVD NW,Vine City,33.76073,-84.41253
200290758,2020,1/29/2020,Wednesday,2050 CAMPBELLTON RD SW,Campbellton Road,33.70657,-84.45684
200302580,2020,1/30/2020,Thursday,215 PIEDMONT AVE NE,Downtown,33.76035,-84.38127
200300459,2020,1/30/2020,Thursday,1150 ASTOR AVE SW,Sylvan Hills,33.70137,-84.42678
200312226,2020,1/31/2020,Friday,1395 MORELAND AVE SE,Custer/McDonough/Guice,33.71645,-84.34999
200312510,2020,1/31/2020,Friday,170 BOULEVARD SE @FULTON COTTON MILL,Cabbagetown,33.75064,-84.36992
200312331,2020,1/31/2020,Friday,828 W PEACHTREE ST NE,Midtown,33.77773,-84.38718
200310583,2020,1/31/2020,Friday,834 HANK AARON DR SE,Summerhill,33.73206,-84.38764
200310074,2020,1/31/2020,Friday,1370 HOWELL MILL RD NW @GENERAL REPAIR FACIL,Berkeley Park,33.79035,-84.41181
200312072,2020,1/31/2020,Friday,2524 MARTIN L KING JR DR SW,Harland Terrace,33.75285,-84.47033
200311658,2020,1/31/2020,Friday,3390 FAIRBURN RD SW,Ben Hill,33.6632,-84.52404
200321091,2020,2/1/2020,Saturday,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,Greenbriar,33.69168,-84.4872
200331741,2020,2/2/2020,Sunday,1028 MOBILE ST NW,Vine City,33.75504,-84.41457
200350227,2020,2/3/2020,Monday,1371 KIMBERLY WAY SW,Ashley Courts,33.71775,-84.52379
200351941,2020,2/4/2020,Tuesday,60 LUCKIE ST NW,Downtown,33.75635,-84.38915
200350663,2020,2/4/2020,Tuesday,3144 MARTIN L KING JR DR SW,,33.75104,-84.4892
200362150,2020,2/5/2020,Wednesday,2955 PEACHTREE RD NE,Garden Hills,33.83564,-84.38133
200370549,2020,2/6/2020,Thursday,2685 METROPOLITAN PKWY SW,Perkerson,33.68274,-84.40902
200372015,2020,2/6/2020,Thursday,3725 PRINCETON LAKES PKWY SW,Princeton Lakes,33.65777,-84.50877
200380269,2020,2/7/2020,Friday,1016 HOWELL MILL RD NW,Home Park,33.78257,-84.41167
200391866,2020,2/8/2020,Saturday,255 TRINITY AVE SW,Downtown,33.75048,-84.39599
200390320,2020,2/8/2020,Saturday,1935 ALISON CT SW,Fort Valley,33.70055,-84.45149
200431128,2020,2/12/2020,Wednesday,1236 BARNES ST NW,Home Park,33.78837,-84.39463
200432439,2020,2/12/2020,Wednesday,479 JOSEPH E BOONE BLVD NW @GWCC EXXON,English Avenue,33.7638,-84.40349
200441666,2020,2/13/2020,Thursday,391 17TH ST NW,Atlantic Station,33.79109,-84.4009
